station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
19,2013-10-26,54.0,42.0,48.0,1.0,29.0,40.0,17.0,0.0,618.0,1653.0,0.0,0.0,29.18,29.93,10.9,28.0,13.1
20,2013-10-26,77.0,55.0,66.0,1.0,55.0,59.0,0.0,1.0,618.0,1653.0,0.0,1.14,29.4,30.13,5.9,15.0,8.0
1,2013-10-27,56.0,36.0,46.0,1.0,31.0,41.0,19.0,0.0,618.0,1653.0,0.0,0.01,29.73,29.91,7.0,26.0,8.3
2,2013-10-27,50.0,37.0,44.0,-2.0,30.0,38.0,21.0,0.0,614.0,1648.0,0.0,0.01,28.8,29.92,10.6,27.0,11.4
3,2013-10-27,68.0,36.0,52.0,-6.0,34.0,44.0,13.0,0.0,641.0,1733.0,0.0,0.0,29.32,30.06,0.6,26.0,3.9
4,2013-10-27,75.0,64.0,70.0,2.0,62.0,64.0,0.0,5.0,641.0,1748.0,0.0,0.1,29.36,30.05,0.7,7.0,2.1
5,2013-10-27,75.0,64.0,70.0,2.0,32.0,64.0,0.0,5.0,611.0,1645.0,0.0,0.1,29.36,29.93,12.6,27.0,2.1
6,2013-10-27,74.0,61.0,68.0,2.0,63.0,64.0,0.0,3.0,641.0,1748.0,0.0,0.37,29.52,30.05,0.9,7.0,2.5
7,2013-10-27,68.0,36.0,52.0,2.0,37.0,46.0,13.0,0.0,641.0,1748.0,0.0,0.0,28.66,30.06,2.8,20.0,5.7
8,2013-10-27,74.0,64.0,69.0,2.0,64.0,66.0,0.0,4.0,641.0,1748.0,0.0,0.0,29.7,30.06,1.2,15.0,1.3
9,2013-10-27,57.0,29.0,43.0,2.0,29.0,38.0,22.0,0.0,641.0,1748.0,0.0,0.0,29.21,29.95,2.3,36.0,7.7
10,2013-10-27,75.0,51.0,63.0,2.0,48.0,55.0,2.0,0.0,637.0,1744.0,0.0,0.0,30.11,30.13,2.2,35.0,5.2
11,2013-10-27,75.0,44.0,60.0,-7.0,47.0,52.0,5.0,0.0,637.0,1744.0,0.0,0.0,30.1,30.14,0.7,4.0,1.3
12,2013-10-27,73.0,48.0,61.0,-7.0,47.0,53.0,4.0,0.0,637.0,1744.0,0.0,0.0,30.09,30.14,1.0,3.0,1.7
13,2013-10-27,67.0,37.0,52.0,-7.0,23.0,39.0,13.0,0.0,637.0,1744.0,0.0,0.0,24.18,29.92,3.0,20.0,5.6
14,2013-10-27,70.0,41.0,56.0,-1.0,41.0,48.0,9.0,0.0,647.0,1741.0,0.0,0.0,28.66,30.05,1.5,24.0,6.3
15,2013-10-27,55.0,26.0,41.0,-3.0,29.0,38.0,24.0,0.0,614.0,1645.0,0.0,0.0,29.49,29.89,3.7,26.0,5.4
16,2013-10-27,56.0,38.0,47.0,-3.0,32.0,41.0,18.0,0.0,614.0,1645.0,0.0,0.06,29.76,29.89,6.9,26.0,7.5
17,2013-10-27,71.0,39.0,55.0,-3.0,37.0,46.0,10.0,0.0,614.0,1645.0,0.0,0.0,29.38,30.09,0.4,2.0,1.7
18,2013-10-27,70.0,60.0,65.0,1.0,56.0,59.0,0.0,0.0,641.0,1741.0,0.0,0.0,29.54,30.06,1.7,36.0,3.3
19,2013-10-27,54.0,35.0,45.0,-2.0,28.0,38.0,20.0,0.0,619.0,1651.0,0.0,0.0,29.24,30.0,7.0,24.0,7.2
20,2013-10-27,69.0,58.0,64.0,-2.0,56.0,59.0,1.0,0.0,619.0,1651.0,0.0,0.0,29.34,30.06,0.6,28.0,2.3
1,2013-10-28,60.0,33.0,47.0,-2.0,27.0,38.0,18.0,0.0,619.0,1651.0,0.0,0.0,29.99,30.18,5.4,26.0,7.6
2,2013-10-28,53.0,31.0,42.0,-4.0,29.0,36.0,23.0,0.0,615.0,1647.0,0.0,0.0,29.04,30.19,7.7,27.0,10.3
3,2013-10-28,70.0,51.0,61.0,3.0,53.0,56.0,4.0,0.0,642.0,1732.0,0.0,0.01,29.34,30.07,9.3,15.0,9.9
4,2013-10-28,82.0,66.0,74.0,6.0,65.0,68.0,0.0,9.0,642.0,1747.0,0.0,0.01,29.34,30.02,4.5,15.0,5.7
5,2013-10-28,82.0,66.0,74.0,6.0,29.0,68.0,0.0,9.0,612.0,1644.0,0.0,0.01,29.34,30.2,9.2,28.0,5.7
6,2013-10-28,82.0,65.0,74.0,9.0,66.0,68.0,0.0,9.0,642.0,1747.0,0.0,0.01,29.51,30.02,8.0,15.0,8.3
7,2013-10-28,67.0,55.0,61.0,9.0,56.0,58.0,4.0,0.0,642.0,1747.0,0.0,0.01,28.64,30.01,13.4,16.0,14.0
8,2013-10-28,86.0,66.0,76.0,9.0,66.0,69.0,0.0,11.0,642.0,1747.0,0.0,0.01,29.69,30.01,5.5,16.0,5.7
9,2013-10-28,44.0,30.0,37.0,9.0,22.0,31.0,28.0,0.0,642.0,1747.0,0.0,0.0,29.64,30.4,6.5,5.0,7.6
10,2013-10-28,78.0,57.0,68.0,9.0,56.0,61.0,0.0,3.0,638.0,1743.0,0.0,0.0,30.15,30.19,3.6,2.0,4.6
11,2013-10-28,79.0,48.0,64.0,-3.0,54.0,57.0,1.0,0.0,638.0,1743.0,0.0,0.0,30.14,30.19,2.1,6.0,2.3
12,2013-10-28,77.0,54.0,66.0,-3.0,55.0,59.0,0.0,1.0,638.0,1743.0,0.0,0.0,30.14,30.19,2.7,5.0,3.1
13,2013-10-28,47.0,31.0,39.0,-3.0,30.0,33.0,26.0,0.0,638.0,1743.0,0.0,0.0,24.19,29.99,3.0,2.0,6.4
14,2013-10-28,68.0,56.0,62.0,5.0,57.0,59.0,3.0,0.0,648.0,1740.0,0.0,0.0,28.64,30.01,13.0,15.0,13.4
15,2013-10-28,57.0,22.0,40.0,-4.0,27.0,33.0,25.0,0.0,615.0,1644.0,0.0,0.0,29.75,30.17,3.6,30.0,5.3
16,2013-10-28,60.0,33.0,47.0,-4.0,28.0,38.0,18.0,0.0,615.0,1644.0,0.0,0.0,30.01,30.15,6.6,29.0,8.8
17,2013-10-28,72.0,49.0,47.0,-4.0,55.0,59.0,18.0,0.0,615.0,1644.0,0.0,0.0,29.39,30.1,6.9,16.0,7.5
18,2013-10-28,78.0,59.0,69.0,5.0,62.0,65.0,0.0,4.0,642.0,1740.0,0.0,0.0,29.52,30.04,9.9,14.0,10.3
19,2013-10-28,45.0,37.0,41.0,-5.0,34.0,39.0,24.0,0.0,621.0,1650.0,0.0,0.0,29.59,30.32,11.8,3.0,12.4
20,2013-10-28,77.0,58.0,68.0,-5.0,63.0,65.0,0.0,3.0,621.0,1650.0,0.0,0.0,29.33,30.03,6.5,14.0,7.2
1,2013-10-29,50.0,27.0,39.0,-5.0,22.0,32.0,26.0,0.0,621.0,1650.0,0.0,0.0,30.24,30.42,0.8,25.0,1.8
2,2013-10-29,45.0,32.0,39.0,-6.0,17.0,30.0,26.0,0.0,617.0,1646.0,0.0,0.0,29.26,30.39,3.1,33.0,5.3
3,2013-10-29,76.0,62.0,69.0,12.0,62.0,65.0,0.0,4.0,643.0,1731.0,0.0,0.04,29.25,29.97,13.8,17.0,14.0
4,2013-10-29,84.0,71.0,78.0,11.0,67.0,70.0,0.0,13.0,643.0,1746.0,0.0,0.0,29.33,30.01,5.3,16.0,7.7
5,2013-10-29,84.0,71.0,78.0,11.0,67.0,70.0,0.0,13.0,613.0,1643.0,0.0,0.0,29.33,30.01,5.3,16.0,7.7
6,2013-10-29,85.0,70.0,78.0,13.0,68.0,70.0,0.0,13.0,642.0,1746.0,0.0,0.0,29.49,30.0,10.6,16.0,10.9
7,2013-10-29,76.0,67.0,72.0,13.0,63.0,66.0,0.0,7.0,642.0,1746.0,0.0,0.01,28.57,29.93,17.4,18.0,17.5
8,2013-10-29,86.0,72.0,79.0,13.0,70.0,72.0,0.0,14.0,642.0,1746.0,0.0,0.0,29.68,29.93,7.3,16.0,7.5
9,2013-10-29,42.0,31.0,37.0,13.0,29.0,35.0,28.0,0.0,642.0,1746.0,0.0,0.02,29.44,30.26,5.6,9.0,5.9
10,2013-10-29,86.0,63.0,37.0,13.0,61.0,65.0,28.0,0.0,639.0,1742.0,0.0,0.0,30.21,30.24,8.2,2.0,9.1
11,2013-10-29,77.0,53.0,65.0,-2.0,58.0,61.0,0.0,0.0,639.0,1742.0,0.0,0.0,30.21,30.25,4.8,5.0,5.0
12,2013-10-29,78.0,58.0,68.0,-2.0,60.0,63.0,0.0,3.0,639.0,1742.0,0.0,0.0,30.19,30.25,5.4,4.0,5.9
13,2013-10-29,43.0,32.0,38.0,-2.0,31.0,33.0,27.0,0.0,639.0,1742.0,0.0,0.01,24.13,29.99,3.5,1.0,4.9
14,2013-10-29,76.0,67.0,72.0,16.0,65.0,67.0,0.0,7.0,649.0,1739.0,0.0,0.01,28.58,29.94,16.2,18.0,16.3
15,2013-10-29,48.0,17.0,33.0,-10.0,18.0,26.0,32.0,0.0,617.0,1642.0,0.0,0.0,30.01,30.41,0.5,33.0,0.7
16,2013-10-29,50.0,27.0,39.0,-10.0,26.0,32.0,26.0,0.0,617.0,1642.0,0.0,0.0,30.27,30.38,2.3,35.0,4.0
17,2013-10-29,77.0,63.0,70.0,-10.0,65.0,67.0,0.0,5.0,617.0,1642.0,0.0,0.02,29.31,30.01,9.3,18.0,9.4
18,2013-10-29,78.0,71.0,75.0,11.0,66.0,69.0,0.0,10.0,643.0,1740.0,0.0,0.02,29.51,30.02,14.4,16.0,14.6
19,2013-10-29,50.0,37.0,44.0,-2.0,40.0,42.0,21.0,0.0,622.0,1648.0,0.0,0.0,29.51,30.29,3.9,11.0,5.3
20,2013-10-29,77.0,69.0,73.0,-2.0,67.0,69.0,0.0,8.0,622.0,1648.0,0.0,0.0,29.31,30.02,10.2,15.0,10.6
1,2013-10-30,50.0,32.0,41.0,-2.0,31.0,36.0,24.0,0.0,622.0,1648.0,0.0,0.06,30.12,30.28,1.1,21.0,1.1
2,2013-10-30,51.0,33.0,42.0,-3.0,32.0,38.0,23.0,0.0,618.0,1644.0,0.0,0.01,29.15,30.26,6.8,25.0,6.9
3,2013-10-30,71.0,65.0,68.0,12.0,62.0,64.0,0.0,3.0,644.0,1730.0,0.0,0.84,29.12,29.85,14.8,17.0,15.0
4,2013-10-30,84.0,72.0,78.0,11.0,72.0,73.0,0.0,13.0,644.0,1746.0,0.0,3.24,29.18,29.88,3.0,19.0,5.0
5,2013-10-30,84.0,72.0,78.0,11.0,72.0,73.0,0.0,13.0,615.0,1641.0,0.0,3.24,29.18,29.88,3.0,19.0,5.0
6,2013-10-30,85.0,72.0,79.0,14.0,72.0,74.0,0.0,14.0,643.0,1745.0,0.0,0.64,29.34,29.87,9.3,17.0,9.9
7,2013-10-30,77.0,66.0,72.0,14.0,64.0,67.0,0.0,7.0,643.0,1745.0,0.0,0.64,28.43,29.8,18.4,18.0,18.6
8,2013-10-30,87.0,75.0,81.0,14.0,72.0,75.0,0.0,16.0,643.0,1745.0,0.0,0.06,29.56,29.8,8.6,17.0,8.7
9,2013-10-30,50.0,40.0,45.0,14.0,44.0,75.0,20.0,0.0,643.0,1745.0,0.0,0.05,29.07,29.91,2.8,14.0,3.0
10,2013-10-30,79.0,66.0,73.0,14.0,63.0,66.0,0.0,8.0,639.0,1741.0,0.0,0.0,30.19,30.21,7.1,3.0,8.1
11,2013-10-30,80.0,56.0,68.0,2.0,60.0,63.0,0.0,3.0,640.0,1741.0,0.0,0.0,30.19,30.22,4.3,5.0,4.4
12,2013-10-30,79.0,59.0,69.0,2.0,62.0,65.0,0.0,4.0,640.0,1741.0,0.0,0.0,30.19,30.22,4.7,5.0,5.1
13,2013-10-30,53.0,30.0,42.0,2.0,30.0,35.0,23.0,0.0,640.0,1741.0,0.0,0.1,24.08,29.86,0.9,12.0,6.0
14,2013-10-30,76.0,66.0,71.0,15.0,66.0,67.0,0.0,6.0,650.0,1738.0,0.0,0.02,28.43,29.81,16.7,18.0,16.8
15,2013-10-30,49.0,24.0,37.0,-6.0,27.0,32.0,28.0,0.0,618.0,1641.0,0.0,0.02,29.88,30.27,1.1,28.0,1.1
16,2013-10-30,49.0,29.0,39.0,-6.0,33.0,36.0,26.0,0.0,618.0,1641.0,0.0,0.05,30.14,30.25,0.5,25.0,0.5
17,2013-10-30,72.0,65.0,69.0,-6.0,64.0,66.0,0.0,4.0,618.0,1641.0,0.0,0.89,29.18,29.9,8.9,18.0,9.1
18,2013-10-30,73.0,67.0,70.0,7.0,66.0,67.0,0.0,5.0,643.0,1739.0,0.0,0.06,29.36,29.91,15.8,15.0,16.3
19,2013-10-30,64.0,40.0,52.0,6.0,48.0,50.0,13.0,0.0,623.0,1647.0,0.0,0.02,29.21,30.01,6.2,16.0,6.7
20,2013-10-30,73.0,66.0,70.0,6.0,66.0,67.0,0.0,5.0,623.0,1647.0,0.0,0.08,29.16,29.9,11.6,14.0,11.9
1,2013-10-31,63.0,31.0,47.0,6.0,45.0,47.0,18.0,0.0,623.0,1647.0,0.0,0.1,29.96,30.07,3.1,19.0,3.4
2,2013-10-31,60.0,39.0,50.0,5.0,50.0,51.0,15.0,0.0,619.0,1643.0,0.0,0.14,29.0,30.06,10.6,21.0,11.0
3,2013-10-31,70.0,54.0,62.0,6.0,52.0,57.0,3.0,0.0,645.0,1729.0,0.0,0.25,28.94,29.66,7.5,24.0,10.8
4,2013-10-31,82.0,54.0,68.0,1.0,54.0,62.0,0.0,3.0,644.0,1745.0,0.0,1.43,29.15,29.84,2.0,29.0,4.6
5,2013-10-31,82.0,54.0,68.0,1.0,51.0,62.0,0.0,3.0,616.0,1640.0,0.0,1.43,29.15,30.09,14.5,18.0,4.6
6,2013-10-31,82.0,51.0,67.0,3.0,57.0,62.0,0.0,2.0,644.0,1745.0,0.0,2.49,29.31,29.83,2.7,27.0,5.9
7,2013-10-31,68.0,45.0,57.0,3.0,46.0,53.0,8.0,0.0,644.0,1745.0,0.0,0.2,28.36,29.7,7.0,27.0,12.0
8,2013-10-31,84.0,56.0,57.0,3.0,46.0,53.0,8.0,0.0,644.0,1745.0,0.0,0.27,29.46,29.7,7.0,27.0,6.5
9,2013-10-31,50.0,41.0,46.0,3.0,40.0,42.0,19.0,0.0,644.0,1745.0,0.0,0.01,28.71,29.51,8.5,28.0,9.5
10,2013-10-31,84.0,70.0,77.0,3.0,66.0,70.0,0.0,12.0,640.0,1741.0,0.0,0.01,30.06,30.08,4.6,16.0,6.2
11,2013-10-31,84.0,60.0,72.0,7.0,65.0,68.0,0.0,7.0,640.0,1740.0,0.0,0.01,30.06,30.08,5.2,15.0,5.8
12,2013-10-31,84.0,65.0,75.0,7.0,65.0,69.0,0.0,10.0,640.0,1740.0,0.0,0.0,30.05,30.08,5.3,16.0,5.6
13,2013-10-31,52.0,28.0,40.0,7.0,21.0,32.0,25.0,0.0,640.0,1740.0,0.0,0.0,24.08,29.86,7.4,29.0,9.5
14,2013-10-31,69.0,47.0,58.0,2.0,47.0,54.0,7.0,0.0,651.0,1737.0,0.0,0.23,28.36,29.71,8.3,28.0,13.8
15,2013-10-31,58.0,25.0,42.0,-1.0,40.0,41.0,23.0,0.0,619.0,1640.0,0.0,0.12,29.71,30.05,3.6,16.0,3.6
16,2013-10-31,64.0,30.0,47.0,-1.0,46.0,48.0,18.0,0.0,619.0,1640.0,0.0,0.16,29.98,30.05,5.4,19.0,5.7
17,2013-10-31,71.0,48.0,60.0,-1.0,54.0,58.0,5.0,0.0,619.0,1640.0,0.0,0.29,29.02,29.7,2.9,23.0,5.0
18,2013-10-31,76.0,55.0,66.0,4.0,51.0,60.0,0.0,1.0,644.0,1738.0,0.0,0.01,29.27,29.78,6.1,28.0,9.1
19,2013-10-31,63.0,46.0,55.0,10.0,55.0,56.0,10.0,0.0,624.0,1646.0,0.0,0.95,28.64,29.43,7.2,23.0,10.2
20,2013-10-31,76.0,52.0,64.0,10.0,52.0,59.0,1.0,0.0,624.0,1646.0,0.0,0.01,29.08,29.78,7.3,28.0,10.0
1,2013-11-01,72.0,56.0,64.0,10.0,54.0,59.0,1.0,0.0,624.0,1646.0,0.0,0.01,29.4,29.56,14.3,21.0,14.5
2,2013-11-01,65.0,53.0,59.0,15.0,54.0,56.0,6.0,0.0,620.0,1642.0,0.0,0.15,28.52,29.58,19.7,22.0,20.6
3,2013-11-01,71.0,43.0,57.0,1.0,39.0,48.0,8.0,0.0,646.0,1728.0,0.0,0.0,29.21,29.89,6.9,30.0,7.5
4,2013-11-01,84.0,51.0,68.0,2.0,45.0,55.0,0.0,3.0,645.0,1744.0,0.0,0.0,29.24,29.91,2.3,30.0,4.4
5,2013-11-01,84.0,51.0,68.0,2.0,56.0,55.0,0.0,3.0,617.0,1639.0,0.0,0.0,29.24,29.61,22.7,21.0,4.4
6,2013-11-01,85.0,46.0,66.0,2.0,47.0,56.0,0.0,1.0,645.0,1744.0,0.0,0.0,29.41,29.91,4.1,28.0,7.3
7,2013-11-01,70.0,42.0,56.0,2.0,38.0,47.0,9.0,0.0,645.0,1744.0,0.0,0.0,28.6,29.95,6.4,32.0,8.1
8,2013-11-01,84.0,53.0,69.0,2.0,55.0,60.0,0.0,4.0,645.0,1744.0,0.0,0.0,29.55,29.95,1.5,27.0,3.8
9,2013-11-01,60.0,39.0,50.0,2.0,34.0,41.0,15.0,0.0,645.0,1744.0,0.0,0.0,28.94,29.66,8.6,31.0,9.2
10,2013-11-01,85.0,72.0,79.0,2.0,68.0,71.0,0.0,14.0,641.0,1740.0,0.0,0.02,29.88,29.89,11.7,20.0,12.3
11,2013-11-01,82.0,68.0,75.0,10.0,68.0,71.0,0.0,10.0,641.0,1739.0,0.0,0.02,29.86,29.88,10.0,20.0,10.4
12,2013-11-01,85.0,70.0,78.0,10.0,67.0,71.0,0.0,13.0,641.0,1739.0,0.0,0.01,29.86,29.9,9.8,21.0,10.3
13,2013-11-01,49.0,30.0,40.0,10.0,24.0,33.0,25.0,0.0,641.0,1739.0,0.0,0.0,24.32,30.13,1.9,36.0,7.4
14,2013-11-01,71.0,42.0,57.0,2.0,39.0,48.0,8.0,0.0,652.0,1736.0,0.0,0.0,28.59,29.94,7.7,33.0,8.5
15,2013-11-01,68.0,43.0,56.0,13.0,54.0,56.0,9.0,0.0,621.0,1638.0,0.0,0.24,29.15,29.51,8.9,20.0,10.1
16,2013-11-01,72.0,57.0,65.0,13.0,56.0,60.0,0.0,0.0,621.0,1638.0,0.0,0.04,29.44,29.54,15.5,22.0,16.0
17,2013-11-01,71.0,41.0,56.0,13.0,42.0,49.0,9.0,0.0,621.0,1638.0,0.0,0.0,29.26,29.93,0.9,31.0,2.6
18,2013-11-01,77.0,50.0,64.0,2.0,45.0,54.0,1.0,0.0,645.0,1737.0,0.0,0.0,29.41,29.9,0.8,12.0,6.9
19,2013-11-01,48.0,44.0,46.0,1.0,40.0,43.0,19.0,0.0,626.0,1644.0,0.0,0.06,28.87,29.58,10.5,27.0,10.4
20,2013-11-01,76.0,51.0,64.0,1.0,45.0,54.0,1.0,0.0,626.0,1644.0,0.0,0.0,29.21,29.89,0.5,27.0,7.0
1,2013-11-02,67.0,47.0,57.0,1.0,41.0,49.0,8.0,0.0,626.0,1644.0,0.0,0.0,29.49,29.67,2.5,25.0,3.6
2,2013-11-02,62.0,43.0,53.0,9.0,40.0,46.0,12.0,0.0,622.0,1640.0,0.0,0.0,28.58,29.67,5.0,27.0,6.6
3,2013-11-02,62.0,41.0,52.0,-3.0,33.0,43.0,13.0,0.0,647.0,1727.0,0.0,0.0,29.48,30.19,8.0,33.0,9.5
4,2013-11-02,75.0,49.0,62.0,-4.0,38.0,51.0,3.0,0.0,646.0,1743.0,0.0,0.0,29.52,30.2,5.0,36.0,5.6
5,2013-11-02,75.0,49.0,62.0,-4.0,42.0,51.0,3.0,0.0,618.0,1637.0,0.0,0.0,29.52,29.68,3.6,26.0,5.6
6,2013-11-02,74.0,47.0,61.0,-3.0,42.0,51.0,4.0,0.0,646.0,1743.0,0.0,0.0,29.68,30.2,6.0,35.0,6.9
7,2013-11-02,63.0,42.0,53.0,-3.0,30.0,42.0,12.0,0.0,646.0,1743.0,0.0,0.0,28.84,30.22,5.5,34.0,8.9
8,2013-11-02,74.0,51.0,63.0,-3.0,48.0,55.0,2.0,0.0,646.0,1743.0,0.0,0.0,29.83,30.22,5.3,35.0,5.9
9,2013-11-02,58.0,33.0,46.0,-3.0,30.0,38.0,19.0,0.0,646.0,1743.0,0.0,0.0,29.29,30.02,5.2,32.0,6.7
10,2013-11-02,76.0,60.0,68.0,-3.0,60.0,64.0,0.0,3.0,642.0,1739.0,0.0,1.75,29.85,29.88,5.6,29.0,7.2
11,2013-11-02,74.0,52.0,63.0,-2.0,60.0,62.0,2.0,0.0,642.0,1739.0,0.0,0.37,29.83,29.88,3.3,30.0,4.7
12,2013-11-02,77.0,55.0,66.0,-2.0,61.0,63.0,0.0,1.0,642.0,1739.0,0.0,1.68,29.83,29.89,3.7,30.0,4.7
13,2013-11-02,70.0,23.0,47.0,-2.0,18.0,35.0,18.0,0.0,642.0,1739.0,0.0,0.0,24.19,30.01,4.7,17.0,6.2
14,2013-11-02,65.0,40.0,53.0,-2.0,33.0,43.0,12.0,0.0,653.0,1735.0,0.0,0.0,28.83,30.21,5.8,35.0,8.2
15,2013-11-02,66.0,34.0,50.0,8.0,40.0,45.0,15.0,0.0,622.0,1637.0,0.0,0.03,29.28,29.67,2.1,30.0,2.7
16,2013-11-02,67.0,46.0,57.0,8.0,44.0,49.0,8.0,0.0,622.0,1637.0,0.0,0.07,29.52,29.64,1.6,30.0,3.6
17,2013-11-02,64.0,38.0,51.0,8.0,35.0,44.0,14.0,0.0,622.0,1637.0,0.0,0.0,29.54,30.22,1.8,34.0,3.5
18,2013-11-02,69.0,49.0,59.0,-2.0,37.0,48.0,6.0,0.0,646.0,1736.0,0.0,0.0,29.7,30.2,6.9,35.0,7.3
19,2013-11-02,48.0,39.0,44.0,0.0,37.0,41.0,21.0,0.0,627.0,1643.0,0.0,0.0,29.26,29.95,6.6,35.0,7.3
20,2013-11-02,68.0,46.0,57.0,0.0,37.0,47.0,8.0,0.0,627.0,1643.0,0.0,0.0,29.5,30.2,7.4,34.0,8.0
1,2013-11-03,50.0,31.0,41.0,0.0,25.0,35.0,24.0,0.0,627.0,1643.0,0.0,0.0,29.91,30.14,6.7,33.0,7.3
2,2013-11-03,46.0,29.0,38.0,-6.0,23.0,32.0,27.0,0.0,623.0,1639.0,0.0,0.0,28.94,30.12,9.7,35.0,10.0
3,2013-11-03,62.0,39.0,51.0,-4.0,36.0,45.0,14.0,0.0,648.0,1726.0,0.0,0.0,29.33,30.08,13.1,16.0,13.2
4,2013-11-03,69.0,46.0,58.0,-8.0,41.0,50.0,7.0,0.0,647.0,1742.0,0.0,0.0,29.41,30.13,2.6,14.0,3.9
5,2013-11-03,69.0,46.0,58.0,-8.0,29.0,50.0,7.0,0.0,620.0,1636.0,0.0,0.0,29.41,30.12,9.1,34.0,3.9
6,2013-11-03,70.0,37.0,54.0,-9.0,43.0,50.0,11.0,0.0,646.0,1742.0,0.0,0.0,29.57,30.12,4.6,15.0,4.9
7,2013-11-03,62.0,44.0,53.0,-9.0,33.0,44.0,12.0,0.0,646.0,1742.0,0.0,0.0,28.61,30.02,19.6,16.0,19.8
8,2013-11-03,73.0,46.0,60.0,-9.0,50.0,55.0,5.0,0.0,646.0,1742.0,0.0,0.01,29.78,30.02,3.6,15.0,3.7
9,2013-11-03,55.0,35.0,45.0,-9.0,31.0,39.0,20.0,0.0,646.0,1742.0,0.0,0.0,29.23,30.01,15.7,15.0,15.8
10,2013-11-03,72.0,56.0,64.0,-9.0,48.0,55.0,1.0,0.0,642.0,1738.0,0.0,0.0,30.06,30.11,12.9,1.0,14.0
11,2013-11-03,70.0,49.0,60.0,-4.0,48.0,53.0,5.0,0.0,643.0,1738.0,0.0,0.0,30.05,30.12,7.8,1.0,8.7
12,2013-11-03,72.0,53.0,63.0,-4.0,47.0,55.0,2.0,0.0,643.0,1738.0,0.0,0.0,30.04,30.11,8.4,2.0,9.6
13,2013-11-03,66.0,34.0,50.0,-4.0,15.0,37.0,15.0,0.0,643.0,1738.0,0.0,0.0,23.93,29.57,1.8,21.0,11.0
14,2013-11-03,61.0,39.0,50.0,-5.0,36.0,45.0,15.0,0.0,654.0,1734.0,0.0,0.0,28.62,30.03,15.9,16.0,16.1
15,2013-11-03,44.0,22.0,33.0,-9.0,21.0,31.0,32.0,0.0,623.0,1636.0,0.0,0.0,29.69,30.15,8.7,33.0,8.9
16,2013-11-03,51.0,30.0,41.0,-9.0,30.0,37.0,24.0,0.0,623.0,1636.0,0.0,0.04,29.91,30.1,8.4,34.0,8.9
17,2013-11-03,64.0,36.0,50.0,-9.0,38.0,46.0,15.0,0.0,623.0,1636.0,0.0,0.0,29.39,30.1,8.3,17.0,8.4
18,2013-11-03,68.0,47.0,58.0,-3.0,39.0,49.0,7.0,0.0,647.0,1735.0,0.0,0.0,29.57,30.11,11.0,16.0,11.5
19,2013-11-03,51.0,32.0,42.0,-2.0,37.0,41.0,23.0,0.0,628.0,1642.0,0.0,0.0,29.51,30.25,6.3,15.0,8.4
20,2013-11-03,68.0,43.0,56.0,-2.0,40.0,48.0,9.0,0.0,628.0,1642.0,0.0,0.0,29.37,30.1,8.7,15.0,8.8
1,2013-11-04,43.0,25.0,34.0,-2.0,15.0,28.0,31.0,0.0,628.0,1642.0,0.0,0.0,30.44,30.64,3.4,2.0,4.3
2,2013-11-04,39.0,27.0,33.0,-11.0,13.0,26.0,32.0,0.0,624.0,1638.0,0.0,0.0,29.44,30.61,4.0,3.0,6.8
3,2013-11-04,65.0,52.0,59.0,5.0,47.0,52.0,6.0,0.0,649.0,1725.0,0.0,0.0,29.31,30.03,13.5,16.0,14.0
4,2013-11-04,67.0,60.0,64.0,-1.0,58.0,60.0,1.0,0.0,648.0,1742.0,0.0,0.04,29.31,30.02,1.4,14.0,2.4
5,2013-11-04,67.0,60.0,64.0,-1.0,18.0,60.0,1.0,0.0,621.0,1635.0,0.0,0.04,29.31,30.62,5.2,1.0,2.4
6,2013-11-04,69.0,59.0,64.0,1.0,59.0,60.0,1.0,0.0,647.0,1741.0,0.0,0.03,29.47,30.02,2.1,12.0,3.1
7,2013-11-04,65.0,51.0,58.0,1.0,48.0,53.0,7.0,0.0,647.0,1741.0,0.0,0.03,28.6,29.97,17.1,17.0,17.8
8,2013-11-04,74.0,60.0,67.0,1.0,63.0,64.0,0.0,2.0,647.0,1741.0,0.0,0.0,29.66,29.97,4.3,13.0,4.7
9,2013-11-04,49.0,33.0,41.0,1.0,37.0,41.0,24.0,0.0,647.0,1741.0,0.0,0.12,29.21,29.96,7.7,17.0,10.1
10,2013-11-04,74.0,58.0,66.0,1.0,57.0,60.0,0.0,1.0,643.0,1737.0,0.0,0.11,30.2,30.23,16.1,2.0,17.5
11,2013-11-04,74.0,51.0,63.0,-1.0,55.0,58.0,2.0,0.0,644.0,1737.0,0.0,0.16,30.21,30.25,13.7,3.0,14.4
12,2013-11-04,75.0,58.0,67.0,-1.0,56.0,61.0,0.0,2.0,644.0,1737.0,0.0,0.02,30.19,30.24,12.1,4.0,13.2
13,2013-11-04,44.0,26.0,35.0,-1.0,21.0,29.0,30.0,0.0,644.0,1737.0,0.0,0.02,24.14,29.95,7.4,14.0,9.5
14,2013-11-04,65.0,51.0,58.0,4.0,50.0,53.0,7.0,0.0,655.0,1733.0,0.0,0.03,28.59,29.97,15.2,17.0,15.6
15,2013-11-04,42.0,16.0,29.0,-13.0,15.0,24.0,36.0,0.0,624.0,1634.0,0.0,0.0,30.21,30.63,0.8,32.0,1.1
