date,store_nbr,station_nbr,item_nbr,units
2013-09-10,2,14,11,8
2013-09-10,2,14,44,164
2013-09-10,3,7,5,74
2013-09-10,3,7,45,90
2013-09-10,4,9,9,103
2013-09-10,4,9,27,16
2013-09-10,4,9,90,4
2013-09-10,4,9,101,2
2013-09-10,5,12,16,30
2013-09-10,5,12,20,3
2013-09-10,5,12,37,17
2013-09-10,6,14,9,185
2013-09-10,6,14,45,81
2013-09-10,8,4,5,104
2013-09-10,8,4,23,9
2013-09-10,9,17,5,46
2013-09-10,9,17,45,66
2013-09-10,9,17,105,1
2013-09-10,10,12,5,131
2013-09-10,10,12,21,1
2013-09-10,10,12,37,19
2013-09-10,11,10,9,29
2013-09-10,11,10,68,21
2013-09-10,12,11,16,55
2013-09-10,12,11,37,12
2013-09-10,16,2,16,27
2013-09-10,16,2,25,132
2013-09-10,17,20,9,135
2013-09-10,17,20,37,58
2013-09-10,18,17,5,11
2013-09-10,18,17,37,12
2013-09-10,18,17,72,1
2013-09-10,20,7,5,200
2013-09-10,20,7,41,34
2013-09-10,21,3,5,75
2013-09-10,21,3,44,124
2013-09-10,22,10,9,34
2013-09-10,22,10,54,1
2013-09-10,22,10,68,22
2013-09-10,23,17,5,20
2013-09-10,23,17,29,4
2013-09-10,23,17,45,46
2013-09-10,24,9,6,37
2013-09-10,24,9,43,68
2013-09-10,24,9,60,1
2013-09-10,26,17,5,44
2013-09-10,26,17,45,37
2013-09-10,27,10,9,63
2013-09-10,27,10,68,26
2013-09-10,27,10,80,2
2013-09-10,28,7,5,72
2013-09-10,28,7,45,58
2013-09-10,29,3,8,33
2013-09-10,29,3,41,25
2013-09-10,29,3,45,74
2013-09-10,30,19,13,1
2013-09-10,30,19,16,25
2013-09-10,30,19,44,95
2013-09-10,30,19,65,2
2013-09-10,31,17,9,87
2013-09-10,31,17,45,109
2013-09-10,31,17,67,10
2013-09-10,31,17,98,1
2013-09-10,33,3,9,218
2013-09-10,33,3,44,335
2013-09-10,34,17,9,110
2013-09-10,34,17,31,3
2013-09-10,34,17,45,137
2013-09-10,34,17,52,1
2013-09-10,35,5,16,35
2013-09-10,35,5,24,9
2013-09-10,35,5,66,15
2013-09-10,35,5,105,1
2013-09-10,36,18,9,44
2013-09-10,36,18,30,1
2013-09-10,36,18,44,62
2013-09-10,38,14,9,144
2013-09-10,38,14,45,120
2013-09-10,38,14,52,2
2013-09-10,39,8,9,4
2013-09-10,39,8,36,5
2013-09-10,41,12,16,40
2013-09-10,41,12,68,24
2013-09-10,42,14,5,30
2013-09-10,42,14,45,64
2013-09-10,42,14,82,1
2013-09-10,43,11,16,87
2013-09-10,43,11,37,12
2013-09-10,44,12,5,40
2013-09-10,44,12,68,32
2013-09-10,44,12,94,2
2013-09-11,2,14,5,60
2013-09-11,2,14,11,3
2013-09-11,2,14,44,132
2013-09-11,3,7,5,1
2013-09-11,3,7,45,54
2013-09-11,3,7,102,1
2013-09-11,4,9,9,59
2013-09-11,4,9,27,15
2013-09-11,4,9,90,2
2013-09-11,5,12,16,27
2013-09-11,5,12,32,3
2013-09-11,5,12,37,20
2013-09-11,6,14,9,64
2013-09-11,6,14,45,94
2013-09-11,7,6,5,41
2013-09-11,7,6,23,31
2013-09-11,7,6,95,42
2013-09-11,8,4,5,56
2013-09-11,8,4,23,15
2013-09-11,8,4,59,1
2013-09-11,9,17,5,30
2013-09-11,9,17,45,79
2013-09-11,10,12,5,146
2013-09-11,10,12,21,2
2013-09-11,10,12,37,23
2013-09-11,11,10,9,28
2013-09-11,11,10,68,19
2013-09-11,12,11,16,39
2013-09-11,12,11,37,14
2013-09-11,13,6,5,62
2013-09-11,13,6,36,67
2013-09-11,16,2,16,23
2013-09-11,16,2,25,148
2013-09-11,17,20,9,197
2013-09-11,17,20,37,91
2013-09-11,17,20,71,1
2013-09-11,18,17,5,27
2013-09-11,18,17,37,10
2013-09-11,18,17,72,1
2013-09-11,20,7,5,85
2013-09-11,20,7,18,2
2013-09-11,20,7,41,23
2013-09-11,21,3,5,27
2013-09-11,21,3,44,71
2013-09-11,21,3,91,1
2013-09-11,22,10,9,16
2013-09-11,22,10,54,1
2013-09-11,22,10,68,27
2013-09-11,23,17,5,41
2013-09-11,23,17,29,3
2013-09-11,23,17,45,52
2013-09-11,24,9,6,67
2013-09-11,24,9,43,72
2013-09-11,26,17,5,23
2013-09-11,26,17,45,42
2013-09-11,27,10,9,68
2013-09-11,27,10,68,10
2013-09-11,28,7,5,8
2013-09-11,28,7,45,50
2013-09-11,29,3,8,22
2013-09-11,29,3,41,19
2013-09-11,29,3,45,60
2013-09-11,30,19,13,4
2013-09-11,30,19,16,46
2013-09-11,30,19,44,146
2013-09-11,30,19,65,1
2013-09-11,31,17,9,65
2013-09-11,31,17,45,105
2013-09-11,31,17,67,12
2013-09-11,31,17,98,2
2013-09-11,33,3,9,132
2013-09-11,33,3,44,191
2013-09-11,34,17,9,100
2013-09-11,34,17,45,99
2013-09-11,34,17,52,4
2013-09-11,35,5,16,20
2013-09-11,35,5,24,3
2013-09-11,35,5,66,15
2013-09-11,35,5,105,2
2013-09-11,36,18,9,27
2013-09-11,36,18,30,2
2013-09-11,36,18,44,49
2013-09-11,38,14,9,81
2013-09-11,38,14,45,93
2013-09-11,38,14,52,2
2013-09-11,38,14,98,1
2013-09-11,39,8,9,13
2013-09-11,39,8,36,3
2013-09-11,41,12,16,43
2013-09-11,41,12,68,24
2013-09-11,42,14,5,18
2013-09-11,42,14,45,51
2013-09-11,43,11,16,68
2013-09-11,43,11,37,8
2013-09-11,43,11,73,1
2013-09-11,44,12,5,37
2013-09-11,44,12,68,27
2013-09-11,44,12,94,1
2013-09-12,2,14,5,63
2013-09-12,2,14,44,108
2013-09-12,3,7,45,55
2013-09-12,4,9,9,99
2013-09-12,4,9,27,17
2013-09-12,4,9,90,2
2013-09-12,5,12,16,18
2013-09-12,5,12,20,2
2013-09-12,5,12,32,1
2013-09-12,5,12,37,14
2013-09-12,6,14,9,46
2013-09-12,6,14,45,58
2013-09-12,7,6,5,33
2013-09-12,7,6,23,19
2013-09-12,7,6,95,40
2013-09-12,8,4,5,24
2013-09-12,8,4,23,10
2013-09-12,8,4,59,1
2013-09-12,9,17,5,24
2013-09-12,9,17,45,71
2013-09-12,10,12,5,88
2013-09-12,10,12,37,17
2013-09-12,11,10,9,20
2013-09-12,11,10,68,16
2013-09-12,12,11,16,31
2013-09-12,12,11,37,15
2013-09-12,13,6,5,165
2013-09-12,13,6,36,57
2013-09-12,16,2,16,16
2013-09-12,16,2,25,99
2013-09-12,17,20,9,236
2013-09-12,17,20,37,103
2013-09-12,18,17,5,21
2013-09-12,18,17,37,14
2013-09-12,20,7,5,62
2013-09-12,20,7,18,2
2013-09-12,20,7,41,24
2013-09-12,21,3,5,29
2013-09-12,21,3,44,70
2013-09-12,22,10,9,37
2013-09-12,22,10,68,18
2013-09-12,23,17,5,29
2013-09-12,23,17,29,2
2013-09-12,23,17,45,32
2013-09-12,24,9,6,109
2013-09-12,24,9,43,54
2013-09-12,26,17,5,44
2013-09-12,26,17,45,38
2013-09-12,27,10,9,28
2013-09-12,27,10,68,14
2013-09-12,28,7,45,58
2013-09-12,29,3,8,27
2013-09-12,29,3,41,16
2013-09-12,29,3,45,54
2013-09-12,30,19,13,4
2013-09-12,30,19,16,38
2013-09-12,30,19,44,142
2013-09-12,30,19,65,2
2013-09-12,31,17,9,14
2013-09-12,31,17,45,69
2013-09-12,31,17,67,13
2013-09-12,31,17,98,2
2013-09-12,33,3,9,41
2013-09-12,33,3,44,123
2013-09-12,34,17,9,44
2013-09-12,34,17,31,1
2013-09-12,34,17,45,73
2013-09-12,35,5,16,16
2013-09-12,35,5,24,1
2013-09-12,35,5,66,15
2013-09-12,35,5,105,2
2013-09-12,36,18,9,44
2013-09-12,36,18,30,2
2013-09-12,36,18,44,53
2013-09-12,38,14,9,46
2013-09-12,38,14,45,73
2013-09-12,38,14,52,2
2013-09-12,38,14,98,1
2013-09-12,39,8,9,1
2013-09-12,39,8,36,7
2013-09-12,41,12,16,37
2013-09-12,41,12,68,20
2013-09-12,42,14,5,85
2013-09-12,42,14,45,58
2013-09-12,42,14,82,2
2013-09-12,43,11,16,51
2013-09-12,43,11,37,13
2013-09-12,43,11,73,1
2013-09-12,44,12,5,36
2013-09-12,44,12,68,49
2013-09-12,44,12,105,1
2013-09-13,2,14,5,27
2013-09-13,2,14,44,83
2013-09-13,3,7,5,50
2013-09-13,3,7,45,77
2013-09-13,4,9,9,215
2013-09-13,4,9,27,13
2013-09-13,4,9,90,3
2013-09-13,5,12,16,16
2013-09-13,5,12,37,12
2013-09-13,6,14,9,28
2013-09-13,6,14,45,53
2013-09-13,7,6,5,29
2013-09-13,7,6,23,33
2013-09-13,7,6,95,63
2013-09-13,8,4,5,64
2013-09-13,8,4,23,8
2013-09-13,8,4,59,1
2013-09-13,9,17,5,38
2013-09-13,9,17,10,2
2013-09-13,9,17,45,75
2013-09-13,10,12,5,69
2013-09-13,10,12,21,1
2013-09-13,10,12,37,30
2013-09-13,11,10,9,47
2013-09-13,11,10,68,20
2013-09-13,11,10,87,1
2013-09-13,12,11,16,42
2013-09-13,12,11,37,13
2013-09-13,13,6,5,51
2013-09-13,13,6,36,50
2013-09-13,16,2,16,27
2013-09-13,16,2,25,207
2013-09-13,17,20,9,167
2013-09-13,17,20,37,81
2013-09-13,18,17,5,4
2013-09-13,18,17,37,8
2013-09-13,18,17,72,1
2013-09-13,20,7,5,43
2013-09-13,20,7,41,24
2013-09-13,21,3,5,23
2013-09-13,21,3,44,69
2013-09-13,22,10,9,56
2013-09-13,22,10,54,2
2013-09-13,22,10,68,28
2013-09-13,23,17,5,13
2013-09-13,23,17,29,1
2013-09-13,23,17,45,52
2013-09-13,24,9,6,53
2013-09-13,24,9,43,64
2013-09-13,24,9,60,1
2013-09-13,26,17,5,25
2013-09-13,26,17,45,41
2013-09-13,27,10,9,37
2013-09-13,27,10,21,1
2013-09-13,27,10,68,17
2013-09-13,27,10,80,1
2013-09-13,28,7,5,23
2013-09-13,28,7,45,48
2013-09-13,29,3,8,28
2013-09-13,29,3,41,19
2013-09-13,29,3,45,40
2013-09-13,30,19,13,5
2013-09-13,30,19,16,21
2013-09-13,30,19,44,80
2013-09-13,30,19,65,1
2013-09-13,31,17,9,49
2013-09-13,31,17,45,123
2013-09-13,31,17,67,17
2013-09-13,31,17,98,3
2013-09-13,33,3,9,56
2013-09-13,33,3,44,234
2013-09-13,34,17,9,83
2013-09-13,34,17,31,1
2013-09-13,34,17,45,111
2013-09-13,35,5,16,24
2013-09-13,35,5,24,9
2013-09-13,35,5,66,23
2013-09-13,36,18,9,16
2013-09-13,36,18,44,70
2013-09-13,38,14,9,17
2013-09-13,38,14,45,83
2013-09-13,38,14,52,1
2013-09-13,38,14,98,2
2013-09-13,39,8,9,5
2013-09-13,39,8,36,6
2013-09-13,41,12,16,37
2013-09-13,41,12,68,37
2013-09-13,42,14,5,35
2013-09-13,42,14,45,37
2013-09-13,43,11,16,41
2013-09-13,43,11,37,16
2013-09-13,44,12,5,35
2013-09-13,44,12,68,40
2013-09-13,44,12,94,2
2013-09-13,44,12,105,1
2013-09-14,2,14,5,37
2013-09-14,2,14,11,1
2013-09-14,2,14,44,133
2013-09-14,3,7,5,45
2013-09-14,3,7,45,101
2013-09-14,4,9,9,169
2013-09-14,4,9,27,12
2013-09-14,4,9,90,5
2013-09-14,5,12,16,21
2013-09-14,5,12,20,1
2013-09-14,5,12,37,10
2013-09-14,5,12,105,1
2013-09-14,6,14,9,58
2013-09-14,6,14,45,61
2013-09-14,7,6,5,59
2013-09-14,7,6,23,37
2013-09-14,7,6,95,63
2013-09-14,8,4,5,124
2013-09-14,8,4,23,17
2013-09-14,8,4,59,1
2013-09-14,8,4,100,2
2013-09-14,9,17,5,48
2013-09-14,9,17,10,1
2013-09-14,9,17,45,67
2013-09-14,10,12,5,76
2013-09-14,10,12,21,2
2013-09-14,10,12,37,17
2013-09-14,11,10,9,90
2013-09-14,11,10,68,32
2013-09-14,11,10,87,1
2013-09-14,12,11,16,36
2013-09-14,12,11,37,18
2013-09-14,13,6,5,17
2013-09-14,13,6,36,62
2013-09-14,16,2,16,31
2013-09-14,16,2,25,193
2013-09-14,17,20,9,141
2013-09-14,17,20,37,70
2013-09-14,18,17,5,17
2013-09-14,18,17,37,14
2013-09-14,20,7,5,48
2013-09-14,20,7,41,29
2013-09-14,21,3,5,31
2013-09-14,21,3,44,90
2013-09-14,22,10,9,15
2013-09-14,22,10,68,36
2013-09-14,23,17,5,35
2013-09-14,23,17,29,1
2013-09-14,23,17,45,44
2013-09-14,24,9,6,24
2013-09-14,24,9,43,69
2013-09-14,26,17,5,30
2013-09-14,26,17,45,47
2013-09-14,27,10,9,66
2013-09-14,27,10,21,4
2013-09-14,27,10,68,22
2013-09-14,28,7,5,17
2013-09-14,28,7,45,55
2013-09-14,29,3,8,35
2013-09-14,29,3,41,15
2013-09-14,29,3,45,75
2013-09-14,30,19,16,33
2013-09-14,30,19,44,188
2013-09-14,31,17,9,52
2013-09-14,31,17,45,111
2013-09-14,31,17,67,26
2013-09-14,31,17,104,1
2013-09-14,33,3,9,108
2013-09-14,33,3,44,224
2013-09-14,34,17,9,90
2013-09-14,34,17,45,105
2013-09-14,35,5,16,26
2013-09-14,35,5,24,15
2013-09-14,35,5,66,21
2013-09-14,36,18,9,22
2013-09-14,36,18,30,1
2013-09-14,36,18,44,56
2013-09-14,38,14,9,89
2013-09-14,38,14,45,94
2013-09-14,38,14,52,2
2013-09-14,38,14,98,1
2013-09-14,39,8,9,19
2013-09-14,39,8,36,10
2013-09-14,39,8,103,2
2013-09-14,41,12,16,53
2013-09-14,41,12,68,26
2013-09-14,42,14,5,19
2013-09-14,42,14,45,47
2013-09-14,43,11,16,49
2013-09-14,43,11,37,17
2013-09-14,44,12,5,40
2013-09-14,44,12,68,59
2013-09-14,44,12,94,3
2013-09-15,2,14,5,47
2013-09-15,2,14,44,111
2013-09-15,3,7,5,95
2013-09-15,3,7,45,77
2013-09-15,4,9,9,159
2013-09-15,4,9,27,21
2013-09-15,4,9,90,1
2013-09-15,6,14,9,84
2013-09-15,6,14,45,57
2013-09-15,7,6,5,105
2013-09-15,7,6,23,49
2013-09-15,7,6,95,64
2013-09-15,8,4,5,76
2013-09-15,8,4,23,22
2013-09-15,9,17,5,96
2013-09-15,9,17,45,93
2013-09-15,12,11,16,48
2013-09-15,12,11,37,18
2013-09-15,12,11,79,1
2013-09-15,13,6,5,123
2013-09-15,13,6,36,90
2013-09-15,16,2,16,35
2013-09-15,16,2,25,164
2013-09-15,17,20,9,309
2013-09-15,17,20,37,115
2013-09-15,18,17,5,31
2013-09-15,18,17,37,34
2013-09-15,20,7,5,83
2013-09-15,20,7,18,2
2013-09-15,20,7,41,44
2013-09-15,21,3,5,53
2013-09-15,21,3,44,103
2013-09-15,21,3,91,3
2013-09-15,23,17,5,18
2013-09-15,23,17,29,1
2013-09-15,23,17,45,61
2013-09-15,24,9,6,61
2013-09-15,24,9,43,68
2013-09-15,24,9,60,1
2013-09-15,26,17,5,37
2013-09-15,26,17,45,35
2013-09-15,28,7,5,24
2013-09-15,28,7,45,60
2013-09-15,29,3,8,68
2013-09-15,29,3,41,21
2013-09-15,29,3,45,68
2013-09-15,30,19,13,2
2013-09-15,30,19,16,55
2013-09-15,30,19,44,195
2013-09-15,31,17,9,109
2013-09-15,31,17,45,110
2013-09-15,31,17,67,21
2013-09-15,31,17,98,1
2013-09-15,33,3,9,135
2013-09-15,33,3,44,259
2013-09-15,34,17,9,60
2013-09-15,34,17,45,97
2013-09-15,34,17,52,2
2013-09-15,35,5,16,19
2013-09-15,35,5,24,7
2013-09-15,35,5,66,19
2013-09-15,36,18,9,38
2013-09-15,36,18,30,1
2013-09-15,36,18,44,80
2013-09-15,38,14,9,121
2013-09-15,38,14,45,107
2013-09-15,38,14,52,2
2013-09-15,39,8,9,13
2013-09-15,39,8,36,9
2013-09-15,42,14,5,29
2013-09-15,42,14,45,65
2013-09-15,42,14,82,2
2013-09-15,43,11,16,76
2013-09-15,43,11,37,4
2013-09-15,43,11,73,1
2013-09-16,1,1,9,26
2013-09-16,1,1,28,7
2013-09-16,1,1,99,1
2013-09-16,2,14,5,62
2013-09-16,2,14,11,2
2013-09-16,2,14,44,113
2013-09-16,3,7,5,44
2013-09-16,3,7,45,64
2013-09-16,4,9,9,131
2013-09-16,4,9,27,14
2013-09-16,4,9,90,1
2013-09-16,6,14,9,86
2013-09-16,6,14,45,71
2013-09-16,7,6,5,29
2013-09-16,7,6,23,19
2013-09-16,7,6,95,58
2013-09-16,8,4,5,86
2013-09-16,8,4,23,9
2013-09-16,8,4,59,1
2013-09-16,12,11,16,22
2013-09-16,12,11,37,8
2013-09-16,13,6,5,49
2013-09-16,13,6,36,72
2013-09-16,14,16,9,24
2013-09-16,14,16,25,19
2013-09-16,15,13,5,84
2013-09-16,15,13,17,2
2013-09-16,15,13,45,99
2013-09-16,16,2,16,16
2013-09-16,16,2,25,161
2013-09-16,17,20,9,203
2013-09-16,17,20,37,79
2013-09-16,19,15,16,10
2013-09-16,19,15,69,4
2013-09-16,19,15,83,10
2013-09-16,20,7,5,19
2013-09-16,20,7,18,1
2013-09-16,20,7,41,37
2013-09-16,20,7,106,1
2013-09-16,21,3,5,59
2013-09-16,21,3,44,77
2013-09-16,24,9,6,13
2013-09-16,24,9,43,41
2013-09-16,25,13,9,132
2013-09-16,25,13,45,88
2013-09-16,28,7,5,8
2013-09-16,28,7,45,44
2013-09-16,29,3,8,23
2013-09-16,29,3,41,25
2013-09-16,29,3,45,69
2013-09-16,30,19,13,3
2013-09-16,30,19,16,32
2013-09-16,30,19,44,125
2013-09-16,30,19,65,2
2013-09-16,32,13,9,26
2013-09-16,32,13,19,1
2013-09-16,32,13,45,44
2013-09-16,33,3,9,62
2013-09-16,33,3,44,141
2013-09-16,35,5,16,16
2013-09-16,35,5,24,8
2013-09-16,35,5,66,12
2013-09-16,37,13,5,27
2013-09-16,37,13,45,50
2013-09-16,38,14,9,40
2013-09-16,38,14,45,71
2013-09-16,38,14,52,4
2013-09-16,39,8,9,22
2013-09-16,39,8,36,12
2013-09-16,40,13,5,33
2013-09-16,40,13,45,60
2013-09-16,42,14,5,48
2013-09-16,42,14,45,53
2013-09-16,42,14,82,1
2013-09-16,43,11,16,13
2013-09-16,43,11,37,8
2013-09-16,45,16,9,27
2013-09-16,45,16,26,6
2013-09-17,1,1,28,5
2013-09-17,1,1,99,2
2013-09-17,2,14,5,35
2013-09-17,2,14,44,106
2013-09-17,3,7,5,39
2013-09-17,3,7,45,60
2013-09-17,4,9,9,138
2013-09-17,4,9,27,9
2013-09-17,4,9,90,2
2013-09-17,6,14,9,41
2013-09-17,6,14,45,63
2013-09-17,12,11,16,29
2013-09-17,12,11,37,10
2013-09-17,14,16,9,4
2013-09-17,14,16,25,15
2013-09-17,15,13,5,23
2013-09-17,15,13,17,3
2013-09-17,15,13,45,87
2013-09-17,16,2,16,10
2013-09-17,16,2,25,102
2013-09-17,19,15,16,12
2013-09-17,19,15,69,2
2013-09-17,19,15,83,7
2013-09-17,20,7,5,80
2013-09-17,20,7,18,3
2013-09-17,20,7,41,16
2013-09-17,21,3,5,44
2013-09-17,21,3,44,54
2013-09-17,24,9,6,14
2013-09-17,24,9,43,61
2013-09-17,24,9,60,1
2013-09-17,25,13,9,63
2013-09-17,25,13,45,72
2013-09-17,28,7,45,52
2013-09-17,29,3,8,44
2013-09-17,29,3,41,7
2013-09-17,29,3,45,72
2013-09-17,30,19,16,25
2013-09-17,30,19,44,92
2013-09-17,32,13,9,36
2013-09-17,32,13,19,3
2013-09-17,32,13,45,45
2013-09-17,33,3,9,28
2013-09-17,33,3,44,208
2013-09-17,35,5,16,27
2013-09-17,35,5,24,6
2013-09-17,35,5,66,18
2013-09-17,37,13,5,69
2013-09-17,37,13,45,20
2013-09-17,37,13,105,1
2013-09-17,38,14,9,86
2013-09-17,38,14,45,76
2013-09-17,38,14,52,1
2013-09-17,38,14,98,2
2013-09-17,40,13,5,42
2013-09-17,40,13,45,61
2013-09-17,42,14,5,15
2013-09-17,42,14,45,44
2013-09-17,42,14,82,1
2013-09-17,43,11,16,14
2013-09-17,43,11,37,6
2013-09-17,45,16,9,5
2013-09-17,45,16,26,4
2013-09-18,1,1,9,22
2013-09-18,1,1,28,6
2013-09-18,2,14,5,29
2013-09-18,2,14,44,78
2013-09-18,3,7,5,36
2013-09-18,3,7,45,73
2013-09-18,4,9,9,48
2013-09-18,4,9,27,18
2013-09-18,4,9,90,2
2013-09-18,6,14,9,84
2013-09-18,6,14,45,71
2013-09-18,12,11,16,28
2013-09-18,12,11,37,9
2013-09-18,14,16,9,12
2013-09-18,14,16,25,10
2013-09-18,15,13,5,28
2013-09-18,15,13,17,3
2013-09-18,15,13,45,76
2013-09-18,16,2,16,9
2013-09-18,16,2,25,99
2013-09-18,19,15,16,8
2013-09-18,19,15,69,1
2013-09-18,19,15,83,10
2013-09-18,20,7,5,50
2013-09-18,20,7,41,17
2013-09-18,21,3,5,42
2013-09-18,21,3,44,81
2013-09-18,24,9,6,36
2013-09-18,24,9,43,61
2013-09-18,24,9,60,2
2013-09-18,25,13,9,95
2013-09-18,25,13,12,1
2013-09-18,25,13,45,58
2013-09-18,28,7,45,37
2013-09-18,29,3,8,31
2013-09-18,29,3,41,14
2013-09-18,29,3,45,60
2013-09-18,30,19,16,17
2013-09-18,30,19,44,98
2013-09-18,30,19,65,2
2013-09-18,32,13,9,30
2013-09-18,32,13,45,45
2013-09-18,33,3,9,66
2013-09-18,33,3,44,146
2013-09-18,35,5,16,17
2013-09-18,35,5,24,2
2013-09-18,35,5,66,22
2013-09-18,37,13,5,38
2013-09-18,37,13,45,29
2013-09-18,37,13,53,1
2013-09-18,37,13,104,3
2013-09-18,37,13,105,1
2013-09-18,38,14,9,61
2013-09-18,38,14,45,58
2013-09-18,40,13,5,22
2013-09-18,40,13,45,51
2013-09-18,40,13,106,1
2013-09-18,42,14,5,30
2013-09-18,42,14,45,57
2013-09-18,42,14,82,1
2013-09-18,43,11,16,10
2013-09-18,43,11,37,5
2013-09-18,45,16,9,8
2013-09-18,45,16,26,2
2013-09-19,1,1,9,20
2013-09-19,1,1,28,2
2013-09-19,1,1,99,1
2013-09-19,2,14,5,17
2013-09-19,2,14,11,2
2013-09-19,2,14,44,90
2013-09-19,3,7,5,49
2013-09-19,3,7,45,63
2013-09-19,4,9,9,126
2013-09-19,4,9,27,14
2013-09-19,6,14,9,50
2013-09-19,6,14,45,38
2013-09-19,12,11,16,24
2013-09-19,12,11,37,12
2013-09-19,14,16,9,3
2013-09-19,14,16,25,11
2013-09-19,15,13,5,22
2013-09-19,15,13,45,56
2013-09-19,16,2,16,15
2013-09-19,16,2,25,144
2013-09-19,19,15,16,18
2013-09-19,19,15,69,3
2013-09-19,19,15,83,12
2013-09-19,20,7,5,39
2013-09-19,20,7,41,27
2013-09-19,20,7,106,1
2013-09-19,21,3,5,63
2013-09-19,21,3,44,65
2013-09-19,21,3,91,2
2013-09-19,24,9,6,31
2013-09-19,24,9,43,49
2013-09-19,25,13,9,101
2013-09-19,25,13,45,72
2013-09-19,28,7,45,46
2013-09-19,29,3,8,13
2013-09-19,29,3,41,17
2013-09-19,29,3,45,41
2013-09-19,30,19,16,10
2013-09-19,30,19,44,66
2013-09-19,32,13,9,3
2013-09-19,32,13,19,2
2013-09-19,32,13,45,36
2013-09-19,33,3,9,102
2013-09-19,33,3,44,127
2013-09-19,35,5,16,22
2013-09-19,35,5,24,7
2013-09-19,35,5,66,6
2013-09-19,35,5,105,2
2013-09-19,37,13,5,13
2013-09-19,37,13,45,28
2013-09-19,37,13,104,1
2013-09-19,37,13,105,1
2013-09-19,38,14,9,35
2013-09-19,38,14,45,63
2013-09-19,38,14,52,3
2013-09-19,40,13,5,25
2013-09-19,40,13,45,32
2013-09-19,42,14,5,17
2013-09-19,42,14,45,54
2013-09-19,42,14,82,1
2013-09-19,43,11,16,20
2013-09-19,43,11,37,5
2013-09-19,45,16,9,13
2013-09-19,45,16,26,3
2013-09-20,1,1,9,18
2013-09-20,1,1,28,1
2013-09-20,2,14,5,10
2013-09-20,2,14,44,124
2013-09-20,3,7,5,52
2013-09-20,3,7,45,76
2013-09-20,4,9,9,120
2013-09-20,4,9,27,10
2013-09-20,4,9,90,2
2013-09-20,6,14,9,39
2013-09-20,6,14,45,52
2013-09-20,12,11,16,18
2013-09-20,12,11,37,9
2013-09-20,14,16,9,16
2013-09-20,14,16,25,24
2013-09-20,14,16,33,1
2013-09-20,15,13,5,30
2013-09-20,15,13,15,1
2013-09-20,15,13,45,72
2013-09-20,16,2,16,17
2013-09-20,16,2,25,127
2013-09-20,19,15,16,20
2013-09-20,19,15,69,4
2013-09-20,19,15,83,12
2013-09-20,20,7,5,15
2013-09-20,20,7,41,28
2013-09-20,21,3,5,40
2013-09-20,21,3,44,91
2013-09-20,21,3,91,2
2013-09-20,24,9,6,22
2013-09-20,24,9,43,57
2013-09-20,25,13,9,57
2013-09-20,25,13,12,1
2013-09-20,25,13,45,66
2013-09-20,28,7,5,11
2013-09-20,28,7,45,30
2013-09-20,29,3,8,14
2013-09-20,29,3,41,17
2013-09-20,29,3,45,56
2013-09-20,30,19,16,21
2013-09-20,30,19,44,79
2013-09-20,30,19,65,1
2013-09-20,32,13,9,40
2013-09-20,32,13,45,56
2013-09-20,33,3,9,76
2013-09-20,33,3,44,272
2013-09-20,35,5,16,21
2013-09-20,35,5,24,11
2013-09-20,35,5,66,11
2013-09-20,37,13,5,16
2013-09-20,37,13,45,45
2013-09-20,37,13,53,1
2013-09-20,37,13,104,3
2013-09-20,37,13,105,1
2013-09-20,38,14,9,84
2013-09-20,38,14,45,96
2013-09-20,38,14,98,2
2013-09-20,40,13,5,34
2013-09-20,40,13,45,73
2013-09-20,40,13,106,1
2013-09-20,42,14,5,8
2013-09-20,42,14,45,44
2013-09-20,42,14,82,1
2013-09-20,43,11,16,18
2013-09-20,43,11,37,13
2013-09-20,43,11,105,2
2013-09-20,45,16,9,10
2013-09-20,45,16,26,1
2013-09-21,1,1,9,28
2013-09-21,1,1,28,10
2013-09-21,2,14,5,59
2013-09-21,2,14,11,2
2013-09-21,2,14,44,134
2013-09-21,3,7,5,41
2013-09-21,3,7,45,93
2013-09-21,4,9,9,197
2013-09-21,4,9,27,17
2013-09-21,4,9,90,2
2013-09-21,4,9,101,2
2013-09-21,6,14,9,44
2013-09-21,6,14,45,62
2013-09-21,14,16,9,5
2013-09-21,14,16,25,28
2013-09-21,14,16,33,1
2013-09-21,15,13,5,61
2013-09-21,15,13,15,1
2013-09-21,15,13,17,3
2013-09-21,15,13,45,132
2013-09-21,16,2,16,28
2013-09-21,16,2,25,157
2013-09-21,19,15,16,15
2013-09-21,19,15,69,4
2013-09-21,19,15,83,21
2013-09-21,20,7,5,78
2013-09-21,20,7,18,1
2013-09-21,20,7,41,33
2013-09-21,21,3,5,19
2013-09-21,21,3,44,106
2013-09-21,21,3,91,2
2013-09-21,24,9,6,13
2013-09-21,24,9,43,54
2013-09-21,24,9,60,1
2013-09-21,25,13,9,140
2013-09-21,25,13,12,1
2013-09-21,25,13,45,104
2013-09-21,28,7,5,4
2013-09-21,28,7,45,52
2013-09-21,29,3,8,17
2013-09-21,29,3,41,19
2013-09-21,29,3,45,60
2013-09-21,30,19,16,12
2013-09-21,30,19,44,97
2013-09-21,32,13,9,15
2013-09-21,32,13,45,80
2013-09-21,33,3,9,68
2013-09-21,33,3,44,217
2013-09-21,35,5,16,25
2013-09-21,35,5,24,26
2013-09-21,35,5,66,30
